run_id,city,city_slug,hotspot_rank,cell_id,centroid_latitude,centroid_longitude,p10,p50,p90,uncertainty_width,relative_uncertainty,confidence_score,confidence_band,hotspot_priority_class,planning_interpretation,verification_need
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1722,Z3282,51.33598492241874,71.66330191986246,0.001675331243446,0.0024485091218273,0.0027177531167451,0.0010424218732991,0.4257373860715399,0.3245678522459363,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1734,Z2639,51.10059213267436,71.53531969938932,0.0015917358491474,0.0024419357648761,0.0026248168567362,0.0010330810075888,0.4230582239091923,0.3267890718469218,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1738,Z3086,51.1801874301514,71.59692496134201,0.0015922832375215,0.0024396477456153,0.0027602831160192,0.0011679998784976,0.4787575913763947,0.2806102594855844,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1744,Z590,51.1095324174635,71.32149578478644,0.0015541614563876,0.00243598302358,0.0026890650126443,0.0011349035562566,0.4658914061678345,0.2912772594816286,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1747,Z1381,51.24256395260852,71.41416160038955,0.0014828461389645,0.0024315390720541,0.0026378331631964,0.0011549870242318,0.4750024531812785,0.2837235411975404,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1753,Z1846,51.21905989388263,71.46305659003625,0.0018216823775996,0.0024267042885618,0.0027227886603323,0.0009011062827327,0.3713292497071349,0.3696761404429497,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1753,Z3186,51.10319485602717,71.6211778200895,0.0018216823775996,0.0024267042885618,0.0027227886603323,0.0009011062827327,0.3713292497071349,0.3696761404429497,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1761,Z676,51.23068503208732,71.3347522818943,0.0019098450624151,0.0024240563212988,0.00272294059633,0.0008130955339149,0.3354276576706106,0.3994411621571399,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1766,Z165,51.10615988764965,71.26418187629312,0.0017157408392938,0.0024213230964961,0.0027219835351582,0.0010062426958643,0.4155755575621043,0.3329927445440693,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
city1_v3_rf500m_e20_20260618T040646Z,Astana,astana,1771,Z3203,51.17933750978133,71.62386075593457,0.0014397664367553,0.0024144937443797,0.0026393360788794,0.001199569642124,0.4968203561994106,0.277535,low,low_value_high_uncertainty,Caution zone; avoid strong conclusions without additional evidence.,Additional evidence required; avoid definitive prioritization.
